graph_label,weight,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0
1.0,1.2393475581934228,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,1.2931648618795673,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,1.3871851606761083,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,1.3900436575877753,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,1.3945015095007964,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,1.3949733294941522,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,1.396244831682467,9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,1.3965545782388886,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,1.3989265348830866,10.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,1.3991017832881212,11.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,1.4003744213602305,12.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,1.400778415738906,12.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,1.4089477953423257,13.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,1.4101881222021406,14.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,1.4105809618735115,14.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,1.42926814139265,14.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,1.4661852747862392,15.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,1.4951653353392058,15.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,1.4986628907129185,15.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,1.5257363500946026,16.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,1.535392933421279,16.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,1.720207432259261,16.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0
1.0,1.7210102004346166,16.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0
