0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,graph_label,weight
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.3510205697915927
2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.3563358396798337
3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.3762910230034924
4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.377577732833977
4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.3822032195013871
5.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.3863080970693347
5.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.38866896343225
7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.3928985426081828
8.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.3931744973261606
9.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.3948820846222094
10.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.3980390409427055
11.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.3999163332142388
11.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.4002611113645915
11.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.4029927654838423
11.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.4106313267469994
11.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.4306885265493674
12.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.4309679416395047
13.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5181731982879951
